training_exp,epoch,training_accuracy,val_accuracy,training_loss,val_loss
0,0,0.4921,0,0,0
0,1,0.6402,0,0,0
0,2,0.8368,0,0,0
0,3,0.9479,0,0,0
0,4,0.9722,0,0,0
0,5,0.9832,0,0,0
0,6,0.9874,0,0,0
0,7,0.9913,0,0,0
0,8,0.9933,0,0,0
0,9,0.9951,0,0,0
0,10,0.9955,0,0,0
0,11,0.9969,0,0,0
0,12,0.9970,0,0,0
0,13,0.9983,0,0,0
0,14,0.9980,0,0,0
0,15,0.9980,0,0,0
0,16,0.9982,0,0,0
0,17,0.9978,0,0,0
0,18,0.9983,0,0,0
0,19,0.9983,0,0,0
1,0,0.0000,0,0,0
1,1,0.2281,0,0,0
1,2,0.7414,0,0,0
1,3,0.8658,0,0,0
1,4,0.9083,0,0,0
1,5,0.9307,0,0,0
1,6,0.9393,0,0,0
1,7,0.9534,0,0,0
1,8,0.9520,0,0,0
1,9,0.9595,0,0,0
1,10,0.9588,0,0,0
1,11,0.9636,0,0,0
1,12,0.9633,0,0,0
1,13,0.9658,0,0,0
1,14,0.9695,0,0,0
1,15,0.9709,0,0,0
1,16,0.9704,0,0,0
1,17,0.9735,0,0,0
1,18,0.9742,0,0,0
1,19,0.9753,0,0,0
2,0,0.4708,0,0,0
2,1,0.8235,0,0,0
2,2,0.9252,0,0,0
2,3,0.9384,0,0,0
2,4,0.9439,0,0,0
2,5,0.9497,0,0,0
2,6,0.9533,0,0,0
2,7,0.9507,0,0,0
2,8,0.9497,0,0,0
2,9,0.9546,0,0,0
2,10,0.9539,0,0,0
2,11,0.9553,0,0,0
2,12,0.9574,0,0,0
2,13,0.9575,0,0,0
2,14,0.9597,0,0,0
2,15,0.9576,0,0,0
2,16,0.9557,0,0,0
2,17,0.9597,0,0,0
2,18,0.9609,0,0,0
2,19,0.9603,0,0,0
3,0,0.5968,0,0,0
3,1,0.9283,0,0,0
3,2,0.9456,0,0,0
3,3,0.9543,0,0,0
3,4,0.9555,0,0,0
3,5,0.9596,0,0,0
3,6,0.9621,0,0,0
3,7,0.9632,0,0,0
3,8,0.9634,0,0,0
3,9,0.9662,0,0,0
3,10,0.9623,0,0,0
3,11,0.9666,0,0,0
3,12,0.9665,0,0,0
3,13,0.9656,0,0,0
3,14,0.9663,0,0,0
3,15,0.9702,0,0,0
3,16,0.9722,0,0,0
3,17,0.9723,0,0,0
3,18,0.9702,0,0,0
3,19,0.9687,0,0,0
4,0,0.6199,0,0,0
4,1,0.7817,0,0,0
4,2,0.8107,0,0,0
4,3,0.8240,0,0,0
4,4,0.8283,0,0,0
4,5,0.8366,0,0,0
4,6,0.8410,0,0,0
4,7,0.8442,0,0,0
4,8,0.8455,0,0,0
4,9,0.8498,0,0,0
4,10,0.8452,0,0,0
4,11,0.8539,0,0,0
4,12,0.8484,0,0,0
4,13,0.8537,0,0,0
4,14,0.8549,0,0,0
4,15,0.8572,0,0,0
4,16,0.8562,0,0,0
4,17,0.8587,0,0,0
4,18,0.8574,0,0,0
4,19,0.8591,0,0,0
