Mean,Std,mean,std
,,0.0019537166,0.01
,,0.0020571216,0.010016692
,,0.002234223,0.010028908
,,0.0024939782,0.010025887
,,0.0026060776,0.010008888
,,0.002716579,0.00999645
,,0.0028118393,0.009993559
,,0.0029358617,0.010000636
,,0.0030660229,0.009996602
,,0.0031799537,0.009995173
,,0.0032733008,0.00999285
,,0.003352473,0.009991899
,,0.0034236356,0.00999417
,,0.003486532,0.00999889
,,0.0035454698,0.010002593
,,0.0035980667,0.010000771
,,0.0036483903,0.010002022
,,0.0036923685,0.010001928
,,0.003735622,0.009998642
,,0.0037733472,0.009998223
,,0.003808555,0.009999793
,,0.0033722124,0.010009343
,,0.003295682,0.010011278
,,0.0033261173,0.01000304
,,0.0033093852,0.009989776
,,0.0033577024,0.009998631
,,0.0034623805,0.010020269
,,0.0036280092,0.010028662
,,0.0037202383,0.010017463
,,0.0037638128,0.01000963
,,0.0038036027,0.010013545
,,0.0038382828,0.010012731
,,0.0038615637,0.010011515
,,0.003878165,0.010010194
,,0.0038876683,0.010008655
,,0.003898145,0.010007915
,,0.003903921,0.010005441
,,0.0039073927,0.010004791
,,0.0039099418,0.010004072
,,0.003912259,0.01000257
,,0.0039122254,0.010000318
,,0.0032643254,0.01002611
,,0.003125056,0.010017136
,,0.0030756355,0.01000764
,,0.0030953505,0.009999521
,,0.0031589367,0.010002152
,,0.0033374734,0.010013005
,,0.00355362,0.010006612
,,0.0037031532,0.009997544
,,0.003796919,0.009996418
,,0.0038742658,0.010004206
,,0.0039433,0.010005324
,,0.0039984277,0.01000146
,,0.0040394324,0.009997361
,,0.0040766755,0.009999017
,,0.0041117496,0.009997865
,,0.004145077,0.010000224
,,0.0041775033,0.009998878
,,0.004205593,0.009996859
,,0.004232146,0.009994823
,,0.0042580017,0.00999433
,,0.003558727,0.0100231785
,,0.0032074607,0.009996263
,,0.0030414648,0.010008986
,,0.0030615542,0.010010222
,,0.0032546509,0.010020674
,,0.0035626497,0.010010556
,,0.0038048606,0.010004161
,,0.004003192,0.0100075705
,,0.0042027854,0.009996646
,,0.00432456,0.009995357
,,0.0043648314,0.009993744
,,0.004362281,0.009991769
,,0.0043281363,0.009982397
,,0.0042833397,0.009986073
,,0.004261598,0.009987117
,,0.0042655584,0.009990546
,,0.004284271,0.009993003
,,0.00431016,0.0099914605
,,0.0043402663,0.00999073
,,0.004368783,0.009992031
,,0.003703887,0.009988358
,,0.0034148768,0.009999668
,,0.0031883505,0.009990493
,,0.0030278314,0.009978418
,,0.0029052757,0.0099996375
,,0.0029463973,0.0100263525
,,0.0031856261,0.010038074
,,0.0035782482,0.010057779
,,0.0040573482,0.010071782
,,0.0046479064,0.010072984
,,0.0051686084,0.010100617
,,0.0055183847,0.010102143
,,0.005801566,0.010108922
,,0.006060551,0.010120263
,,0.0062906197,0.010116598
,,0.0065058656,0.010113336
,,0.006696219,0.010106597
,,0.0068723643,0.010109181
,,0.007033055,0.010097129
