training_exp,epoch,training_accuracy,val_accuracy,training_loss,val_loss
0,0,0.7169,0,0,0
0,1,0.8998,0,0,0
0,2,0.9274,0,0,0
0,3,0.9429,0,0,0
0,4,0.9471,0,0,0
0,5,0.9516,0,0,0
0,6,0.9558,0,0,0
0,7,0.9581,0,0,0
0,8,0.9600,0,0,0
0,9,0.9615,0,0,0
0,10,0.9648,0,0,0
0,11,0.9666,0,0,0
0,12,0.9648,0,0,0
0,13,0.9642,0,0,0
0,14,0.9653,0,0,0
0,15,0.9658,0,0,0
0,16,0.9695,0,0,0
0,17,0.9691,0,0,0
0,18,0.9686,0,0,0
0,19,0.9691,0,0,0
1,0,0.5551,0,0,0
1,1,0.9403,0,0,0
1,2,0.9585,0,0,0
1,3,0.9692,0,0,0
1,4,0.9735,0,0,0
1,5,0.9756,0,0,0
1,6,0.9799,0,0,0
1,7,0.9819,0,0,0
1,8,0.9828,0,0,0
1,9,0.9823,0,0,0
1,10,0.9834,0,0,0
1,11,0.9847,0,0,0
1,12,0.9861,0,0,0
1,13,0.9859,0,0,0
1,14,0.9865,0,0,0
1,15,0.9867,0,0,0
1,16,0.9873,0,0,0
1,17,0.9887,0,0,0
1,18,0.9889,0,0,0
1,19,0.9885,0,0,0
2,0,0.3078,0,0,0
2,1,0.8281,0,0,0
2,2,0.9147,0,0,0
2,3,0.9397,0,0,0
2,4,0.9507,0,0,0
2,5,0.9544,0,0,0
2,6,0.9601,0,0,0
2,7,0.9610,0,0,0
2,8,0.9655,0,0,0
2,9,0.9656,0,0,0
2,10,0.9671,0,0,0
2,11,0.9697,0,0,0
2,12,0.9707,0,0,0
2,13,0.9722,0,0,0
2,14,0.9725,0,0,0
2,15,0.9742,0,0,0
2,16,0.9753,0,0,0
2,17,0.9747,0,0,0
2,18,0.9767,0,0,0
2,19,0.9753,0,0,0
3,0,0.4021,0,0,0
3,1,0.9748,0,0,0
3,2,0.9823,0,0,0
3,3,0.9815,0,0,0
3,4,0.9858,0,0,0
3,5,0.9859,0,0,0
3,6,0.9884,0,0,0
3,7,0.9879,0,0,0
3,8,0.9889,0,0,0
3,9,0.9898,0,0,0
3,10,0.9902,0,0,0
3,11,0.9900,0,0,0
3,12,0.9902,0,0,0
3,13,0.9906,0,0,0
3,14,0.9909,0,0,0
3,15,0.9919,0,0,0
3,16,0.9922,0,0,0
3,17,0.9918,0,0,0
3,18,0.9917,0,0,0
3,19,0.9922,0,0,0
4,0,0.3448,0,0,0
4,1,0.9406,0,0,0
4,2,0.9564,0,0,0
4,3,0.9656,0,0,0
4,4,0.9716,0,0,0
4,5,0.9746,0,0,0
4,6,0.9755,0,0,0
4,7,0.9774,0,0,0
4,8,0.9794,0,0,0
4,9,0.9811,0,0,0
4,10,0.9815,0,0,0
4,11,0.9832,0,0,0
4,12,0.9844,0,0,0
4,13,0.9838,0,0,0
4,14,0.9845,0,0,0
4,15,0.9854,0,0,0
4,16,0.9851,0,0,0
4,17,0.9865,0,0,0
4,18,0.9869,0,0,0
4,19,0.9870,0,0,0
