training_exp,epoch,training_accuracy,val_accuracy,training_loss,val_loss
0,0,0.8541,0,0,0
0,1,0.9731,0,0,0
0,2,0.9821,0,0,0
0,3,0.9863,0,0,0
0,4,0.9874,0,0,0
0,5,0.9882,0,0,0
0,6,0.9903,0,0,0
0,7,0.9909,0,0,0
0,8,0.9912,0,0,0
0,9,0.9926,0,0,0
0,10,0.9927,0,0,0
0,11,0.9938,0,0,0
0,12,0.9930,0,0,0
0,13,0.9938,0,0,0
0,14,0.9934,0,0,0
0,15,0.9946,0,0,0
0,16,0.9938,0,0,0
0,17,0.9952,0,0,0
0,18,0.9956,0,0,0
0,19,0.9955,0,0,0
1,0,0.5468,0,0,0
1,1,0.9269,0,0,0
1,2,0.9473,0,0,0
1,3,0.9582,0,0,0
1,4,0.9624,0,0,0
1,5,0.9683,0,0,0
1,6,0.9683,0,0,0
1,7,0.9703,0,0,0
1,8,0.9710,0,0,0
1,9,0.9734,0,0,0
1,10,0.9748,0,0,0
1,11,0.9758,0,0,0
1,12,0.9749,0,0,0
1,13,0.9758,0,0,0
1,14,0.9769,0,0,0
1,15,0.9771,0,0,0
1,16,0.9777,0,0,0
1,17,0.9758,0,0,0
1,18,0.9769,0,0,0
1,19,0.9780,0,0,0
2,0,0.6434,0,0,0
2,1,0.9206,0,0,0
2,2,0.9399,0,0,0
2,3,0.9486,0,0,0
2,4,0.9521,0,0,0
2,5,0.9545,0,0,0
2,6,0.9572,0,0,0
2,7,0.9607,0,0,0
2,8,0.9613,0,0,0
2,9,0.9625,0,0,0
2,10,0.9619,0,0,0
2,11,0.9637,0,0,0
2,12,0.9633,0,0,0
2,13,0.9654,0,0,0
2,14,0.9664,0,0,0
2,15,0.9646,0,0,0
2,16,0.9654,0,0,0
2,17,0.9655,0,0,0
2,18,0.9667,0,0,0
2,19,0.9676,0,0,0
3,0,0.7403,0,0,0
3,1,0.9215,0,0,0
3,2,0.9408,0,0,0
3,3,0.9520,0,0,0
3,4,0.9584,0,0,0
3,5,0.9634,0,0,0
3,6,0.9624,0,0,0
3,7,0.9636,0,0,0
3,8,0.9696,0,0,0
3,9,0.9690,0,0,0
3,10,0.9695,0,0,0
3,11,0.9707,0,0,0
3,12,0.9708,0,0,0
3,13,0.9724,0,0,0
3,14,0.9748,0,0,0
3,15,0.9746,0,0,0
3,16,0.9738,0,0,0
3,17,0.9753,0,0,0
3,18,0.9742,0,0,0
3,19,0.9746,0,0,0
4,0,0.8005,0,0,0
4,1,0.9380,0,0,0
4,2,0.9525,0,0,0
4,3,0.9558,0,0,0
4,4,0.9606,0,0,0
4,5,0.9632,0,0,0
4,6,0.9642,0,0,0
4,7,0.9653,0,0,0
4,8,0.9671,0,0,0
4,9,0.9667,0,0,0
4,10,0.9677,0,0,0
4,11,0.9688,0,0,0
4,12,0.9669,0,0,0
4,13,0.9683,0,0,0
4,14,0.9704,0,0,0
4,15,0.9699,0,0,0
4,16,0.9711,0,0,0
4,17,0.9722,0,0,0
4,18,0.9687,0,0,0
4,19,0.9711,0,0,0
