training_exp,epoch,training_accuracy,val_accuracy,training_loss,val_loss
0,0,0.7150,0,0,0
0,1,0.8879,0,0,0
0,2,0.9250,0,0,0
0,3,0.9380,0,0,0
0,4,0.9469,0,0,0
0,5,0.9521,0,0,0
0,6,0.9526,0,0,0
0,7,0.9569,0,0,0
0,8,0.9596,0,0,0
0,9,0.9601,0,0,0
0,10,0.9593,0,0,0
0,11,0.9643,0,0,0
0,12,0.9631,0,0,0
0,13,0.9652,0,0,0
0,14,0.9639,0,0,0
0,15,0.9648,0,0,0
0,16,0.9672,0,0,0
0,17,0.9681,0,0,0
0,18,0.9663,0,0,0
0,19,0.9673,0,0,0
1,0,0.4289,0,0,0
1,1,0.8682,0,0,0
1,2,0.9230,0,0,0
1,3,0.9447,0,0,0
1,4,0.9576,0,0,0
1,5,0.9668,0,0,0
1,6,0.9708,0,0,0
1,7,0.9742,0,0,0
1,8,0.9759,0,0,0
1,9,0.9796,0,0,0
1,10,0.9806,0,0,0
1,11,0.9810,0,0,0
1,12,0.9826,0,0,0
1,13,0.9830,0,0,0
1,14,0.9840,0,0,0
1,15,0.9858,0,0,0
1,16,0.9859,0,0,0
1,17,0.9853,0,0,0
1,18,0.9857,0,0,0
1,19,0.9877,0,0,0
2,0,0.5071,0,0,0
2,1,0.9681,0,0,0
2,2,0.9802,0,0,0
2,3,0.9847,0,0,0
2,4,0.9874,0,0,0
2,5,0.9890,0,0,0
2,6,0.9893,0,0,0
2,7,0.9915,0,0,0
2,8,0.9908,0,0,0
2,9,0.9921,0,0,0
2,10,0.9924,0,0,0
2,11,0.9927,0,0,0
2,12,0.9942,0,0,0
2,13,0.9934,0,0,0
2,14,0.9945,0,0,0
2,15,0.9949,0,0,0
2,16,0.9944,0,0,0
2,17,0.9945,0,0,0
2,18,0.9949,0,0,0
2,19,0.9952,0,0,0
3,0,0.4391,0,0,0
3,1,0.8988,0,0,0
3,2,0.9362,0,0,0
3,3,0.9462,0,0,0
3,4,0.9519,0,0,0
3,5,0.9591,0,0,0
3,6,0.9624,0,0,0
3,7,0.9643,0,0,0
3,8,0.9658,0,0,0
3,9,0.9693,0,0,0
3,10,0.9711,0,0,0
3,11,0.9720,0,0,0
3,12,0.9725,0,0,0
3,13,0.9741,0,0,0
3,14,0.9744,0,0,0
3,15,0.9764,0,0,0
3,16,0.9747,0,0,0
3,17,0.9757,0,0,0
3,18,0.9781,0,0,0
3,19,0.9786,0,0,0
4,0,0.3708,0,0,0
4,1,0.9735,0,0,0
4,2,0.9804,0,0,0
4,3,0.9868,0,0,0
4,4,0.9875,0,0,0
4,5,0.9904,0,0,0
4,6,0.9893,0,0,0
4,7,0.9902,0,0,0
4,8,0.9920,0,0,0
4,9,0.9929,0,0,0
4,10,0.9935,0,0,0
4,11,0.9925,0,0,0
4,12,0.9927,0,0,0
4,13,0.9938,0,0,0
4,14,0.9936,0,0,0
4,15,0.9937,0,0,0
4,16,0.9942,0,0,0
4,17,0.9944,0,0,0
4,18,0.9938,0,0,0
4,19,0.9952,0,0,0
