training_exp,epoch,training_accuracy,val_accuracy,training_loss,val_loss
0,0,0.2012,0,0,0
0,1,0.2440,0,0,0
0,2,0.2798,0,0,0
0,3,0.3372,0,0,0
0,4,0.3607,0,0,0
0,5,0.3848,0,0,0
0,6,0.4258,0,0,0
0,7,0.4678,0,0,0
0,8,0.4861,0,0,0
0,9,0.5138,0,0,0
0,10,0.5416,0,0,0
0,11,0.5605,0,0,0
0,12,0.5819,0,0,0
0,13,0.6064,0,0,0
0,14,0.6123,0,0,0
0,15,0.6211,0,0,0
0,16,0.6446,0,0,0
0,17,0.6501,0,0,0
0,18,0.6578,0,0,0
0,19,0.6733,0,0,0
1,0,0.0022,0,0,0
1,1,0.0059,0,0,0
1,2,0.0101,0,0,0
1,3,0.0123,0,0,0
1,4,0.0191,0,0,0
1,5,0.0252,0,0,0
1,6,0.0445,0,0,0
1,7,0.0568,0,0,0
1,8,0.0666,0,0,0
1,9,0.0821,0,0,0
1,10,0.1087,0,0,0
1,11,0.1295,0,0,0
1,12,0.1646,0,0,0
1,13,0.1988,0,0,0
1,14,0.2288,0,0,0
1,15,0.2677,0,0,0
1,16,0.2948,0,0,0
1,17,0.3490,0,0,0
1,18,0.3678,0,0,0
1,19,0.3979,0,0,0
2,0,0.0022,0,0,0
2,1,0.0056,0,0,0
2,2,0.0085,0,0,0
2,3,0.0177,0,0,0
2,4,0.0261,0,0,0
2,5,0.0461,0,0,0
2,6,0.0772,0,0,0
2,7,0.1022,0,0,0
2,8,0.1464,0,0,0
2,9,0.1842,0,0,0
2,10,0.2326,0,0,0
2,11,0.3005,0,0,0
2,12,0.3344,0,0,0
2,13,0.3984,0,0,0
2,14,0.4615,0,0,0
2,15,0.5055,0,0,0
2,16,0.5484,0,0,0
2,17,0.6104,0,0,0
2,18,0.6352,0,0,0
2,19,0.6829,0,0,0
3,0,0.0007,0,0,0
3,1,0.0007,0,0,0
3,2,0.0024,0,0,0
3,3,0.0037,0,0,0
3,4,0.0069,0,0,0
3,5,0.0087,0,0,0
3,6,0.0137,0,0,0
3,7,0.0262,0,0,0
3,8,0.0369,0,0,0
3,9,0.0492,0,0,0
3,10,0.0671,0,0,0
3,11,0.0883,0,0,0
3,12,0.1127,0,0,0
3,13,0.1598,0,0,0
3,14,0.1817,0,0,0
3,15,0.2264,0,0,0
3,16,0.2923,0,0,0
3,17,0.3149,0,0,0
3,18,0.3440,0,0,0
3,19,0.4114,0,0,0
4,0,0.0002,0,0,0
4,1,0.0009,0,0,0
4,2,0.0013,0,0,0
4,3,0.0032,0,0,0
4,4,0.0061,0,0,0
4,5,0.0117,0,0,0
4,6,0.0206,0,0,0
4,7,0.0287,0,0,0
4,8,0.0477,0,0,0
4,9,0.0667,0,0,0
4,10,0.0922,0,0,0
4,11,0.1235,0,0,0
4,12,0.1588,0,0,0
4,13,0.2182,0,0,0
4,14,0.2543,0,0,0
4,15,0.3019,0,0,0
4,16,0.3595,0,0,0
4,17,0.4117,0,0,0
4,18,0.4727,0,0,0
4,19,0.5174,0,0,0
