training_exp,epoch,training_accuracy,val_accuracy,training_loss,val_loss
0,0,0.4719,0,0,0
0,1,0.5739,0,0,0
0,2,0.8865,0,0,0
0,3,0.9804,0,0,0
0,4,0.9919,0,0,0
0,5,0.9946,0,0,0
0,6,0.9963,0,0,0
0,7,0.9972,0,0,0
0,8,0.9979,0,0,0
0,9,0.9978,0,0,0
0,10,0.9982,0,0,0
0,11,0.9982,0,0,0
0,12,0.9985,0,0,0
0,13,0.9984,0,0,0
0,14,0.9990,0,0,0
0,15,0.9985,0,0,0
0,16,0.9988,0,0,0
0,17,0.9988,0,0,0
0,18,0.9987,0,0,0
0,19,0.9988,0,0,0
1,0,0.1589,0,0,0
1,1,0.8801,0,0,0
1,2,0.9337,0,0,0
1,3,0.9420,0,0,0
1,4,0.9493,0,0,0
1,5,0.9495,0,0,0
1,6,0.9524,0,0,0
1,7,0.9557,0,0,0
1,8,0.9569,0,0,0
1,9,0.9573,0,0,0
1,10,0.9592,0,0,0
1,11,0.9605,0,0,0
1,12,0.9607,0,0,0
1,13,0.9606,0,0,0
1,14,0.9628,0,0,0
1,15,0.9616,0,0,0
1,16,0.9641,0,0,0
1,17,0.9644,0,0,0
1,18,0.9639,0,0,0
1,19,0.9649,0,0,0
2,0,0.0670,0,0,0
2,1,0.9722,0,0,0
2,2,0.9935,0,0,0
2,3,0.9942,0,0,0
2,4,0.9950,0,0,0
2,5,0.9953,0,0,0
2,6,0.9956,0,0,0
2,7,0.9961,0,0,0
2,8,0.9961,0,0,0
2,9,0.9963,0,0,0
2,10,0.9972,0,0,0
2,11,0.9968,0,0,0
2,12,0.9972,0,0,0
2,13,0.9969,0,0,0
2,14,0.9973,0,0,0
2,15,0.9973,0,0,0
2,16,0.9978,0,0,0
2,17,0.9981,0,0,0
2,18,0.9975,0,0,0
2,19,0.9978,0,0,0
3,0,0.1551,0,0,0
3,1,0.9946,0,0,0
3,2,0.9972,0,0,0
3,3,0.9977,0,0,0
3,4,0.9981,0,0,0
3,5,0.9985,0,0,0
3,6,0.9982,0,0,0
3,7,0.9982,0,0,0
3,8,0.9990,0,0,0
3,9,0.9994,0,0,0
3,10,0.9988,0,0,0
3,11,0.9988,0,0,0
3,12,0.9993,0,0,0
3,13,0.9995,0,0,0
3,14,0.9988,0,0,0
3,15,0.9992,0,0,0
3,16,0.9992,0,0,0
3,17,0.9989,0,0,0
3,18,0.9992,0,0,0
3,19,0.9993,0,0,0
4,0,0.0008,0,0,0
4,1,0.4062,0,0,0
4,2,0.5093,0,0,0
4,3,0.5140,0,0,0
4,4,0.5135,0,0,0
4,5,0.5321,0,0,0
4,6,0.5332,0,0,0
4,7,0.5433,0,0,0
4,8,0.5661,0,0,0
4,9,0.5877,0,0,0
4,10,0.6298,0,0,0
4,11,0.6818,0,0,0
4,12,0.7353,0,0,0
4,13,0.7856,0,0,0
4,14,0.8256,0,0,0
4,15,0.8478,0,0,0
4,16,0.8715,0,0,0
4,17,0.8815,0,0,0
4,18,0.8872,0,0,0
4,19,0.8912,0,0,0
