training_exp,epoch,training_accuracy,val_accuracy,training_loss,val_loss
0,0,0.1643,0,0,0
0,1,0.2082,0,0,0
0,2,0.2386,0,0,0
0,3,0.2847,0,0,0
0,4,0.3239,0,0,0
0,5,0.3768,0,0,0
0,6,0.4139,0,0,0
0,7,0.4629,0,0,0
0,8,0.5068,0,0,0
0,9,0.5630,0,0,0
0,10,0.6026,0,0,0
0,11,0.6398,0,0,0
0,12,0.6760,0,0,0
0,13,0.7028,0,0,0
0,14,0.7300,0,0,0
0,15,0.7476,0,0,0
0,16,0.7672,0,0,0
0,17,0.7812,0,0,0
0,18,0.7983,0,0,0
0,19,0.8047,0,0,0
1,0,0.0000,0,0,0
1,1,0.0002,0,0,0
1,2,0.0010,0,0,0
1,3,0.0024,0,0,0
1,4,0.0041,0,0,0
1,5,0.0078,0,0,0
1,6,0.0158,0,0,0
1,7,0.0288,0,0,0
1,8,0.0467,0,0,0
1,9,0.0774,0,0,0
1,10,0.1117,0,0,0
1,11,0.1673,0,0,0
1,12,0.2263,0,0,0
1,13,0.2898,0,0,0
1,14,0.3673,0,0,0
1,15,0.4238,0,0,0
1,16,0.4790,0,0,0
1,17,0.5210,0,0,0
1,18,0.5533,0,0,0
1,19,0.5790,0,0,0
2,0,0.0000,0,0,0
2,1,0.0000,0,0,0
2,2,0.0004,0,0,0
2,3,0.0008,0,0,0
2,4,0.0018,0,0,0
2,5,0.0037,0,0,0
2,6,0.0047,0,0,0
2,7,0.0124,0,0,0
2,8,0.0209,0,0,0
2,9,0.0294,0,0,0
2,10,0.0470,0,0,0
2,11,0.0721,0,0,0
2,12,0.1048,0,0,0
2,13,0.1472,0,0,0
2,14,0.1938,0,0,0
2,15,0.2520,0,0,0
2,16,0.2998,0,0,0
2,17,0.3639,0,0,0
2,18,0.4323,0,0,0
2,19,0.4712,0,0,0
3,0,0.0000,0,0,0
3,1,0.0005,0,0,0
3,2,0.0005,0,0,0
3,3,0.0012,0,0,0
3,4,0.0024,0,0,0
3,5,0.0035,0,0,0
3,6,0.0072,0,0,0
3,7,0.0132,0,0,0
3,8,0.0221,0,0,0
3,9,0.0354,0,0,0
3,10,0.0544,0,0,0
3,11,0.0693,0,0,0
3,12,0.1032,0,0,0
3,13,0.1405,0,0,0
3,14,0.1903,0,0,0
3,15,0.2579,0,0,0
3,16,0.3103,0,0,0
3,17,0.3716,0,0,0
3,18,0.4265,0,0,0
3,19,0.5008,0,0,0
4,0,0.0000,0,0,0
4,1,0.0001,0,0,0
4,2,0.0006,0,0,0
4,3,0.0002,0,0,0
4,4,0.0014,0,0,0
4,5,0.0026,0,0,0
4,6,0.0028,0,0,0
4,7,0.0057,0,0,0
4,8,0.0120,0,0,0
4,9,0.0187,0,0,0
4,10,0.0310,0,0,0
4,11,0.0435,0,0,0
4,12,0.0657,0,0,0
4,13,0.1036,0,0,0
4,14,0.1515,0,0,0
4,15,0.2047,0,0,0
4,16,0.2663,0,0,0
4,17,0.3367,0,0,0
4,18,0.4223,0,0,0
4,19,0.4843,0,0,0
